metric,baseline_mean,rotation_only_mean,full_200_mean,full_long_mean,tuned_v1_mean,baseline_last5,rotation_only_last5,full_200_last5,full_long_last5,tuned_v1_last5,baseline_last,rotation_only_last,full_200_last,full_long_last,tuned_v1_last
rot_error,0.912252438813448,1.126651519164443,1.00582704693079,1.0705750156193972,1.0272498920559883,1.1881964653730392,1.3930541530251503,1.3791803866624832,1.2274085775017738,1.4029653161764144,3.641139507293701,2.5821728706359863,3.1566293239593506,2.885847806930542,3.3818955421447754
tr_error,0.04814828002126888,0.05658518504351377,0.053895458730403335,0.053394943848252295,0.052337124943733215,0.06065527736209333,0.0729207567870617,0.07488561212085187,0.06315738083794713,0.06833108752034604,0.15875032544136047,0.1179443821310997,0.13164137303829193,0.10332318395376205,0.16254083812236786
residual,6.348337697982788,6.350308096408844,6.392509627342224,6.372945427894592,6.33744078874588,6.209673118591309,6.26398491859436,6.2900666236877445,6.424851036071777,6.297094869613647,8.672861099243164,8.354166984558105,8.06817626953125,8.867837905883789,8.73292064666748
f_error,17.73982901573181,18.85679633617401,18.009087872505187,18.227515959739684,17.341918182373046,17.77533483505249,19.93074016571045,18.866234683990477,18.854073810577393,18.290810203552248,25.96803855895996,23.55167579650879,24.2528076171875,19.933725357055664,28.73389434814453
1px,0.5122260704636574,0.5036805465817451,0.5034373208880425,0.5072695016860962,0.5061532840132713,0.516877555847168,0.4957518517971039,0.49376087784767153,0.5104084193706513,0.5051552534103394,0.38520002365112305,0.41541263461112976,0.4122338593006134,0.4297163784503937,0.4008580446243286
imu_rot_loss,0.0,0.29087845534086226,0.28996564224362376,0.2902735538780689,0.28887186869978904,0.0,0.2799935758113861,0.27999127805233004,0.28162608444690707,0.2791468232870102,0.0,0.29656320810317993,0.30064889788627625,0.3018200397491455,0.29457223415374756
imu_rot_error,0.0,10.440625286102295,10.336384677886963,10.398883056640624,10.36349081993103,0.0,10.094532012939453,10.014785003662109,10.115122032165527,10.082234764099121,0.0,10.64212417602539,10.521613121032715,10.508551597595215,10.372243881225586
imu_conf_mean,,0.46160850673913956,0.4726366400718689,0.6117667227983474,0.3558966130018234,,0.4615915536880493,0.4737984836101532,0.5956191539764404,0.3552721977233887,,0.4739009737968445,0.48680296540260315,0.6674005389213562,0.36481010913848877
imu_conf_min,,0.44075570404529574,0.4487860783934593,0.5122675627470017,0.3446070343255997,,0.4410750508308411,0.44977533221244814,0.4942358911037445,0.34425448179244994,,0.44628390669822693,0.4532780349254608,0.5772663354873657,0.3488669693470001
imu_conf_max,,0.48501940816640854,0.4986829340457916,0.7147407799959182,0.3689122945070267,,0.48459545969963075,0.49864861369132996,0.7023114681243896,0.36721269488334657,,0.5031750798225403,0.5195449590682983,0.7571444511413574,0.3800978362560272
imu_ba_weight,,0.02001061476767063,0.020015768706798553,0.021069440990686417,0.049991413950920105,,0.02001061476767063,0.020015768706798553,0.021069440990686417,0.049991413950920105,,0.02001061476767063,0.020015768706798553,0.021069440990686417,0.049991413950920105
imu_bias_norm,,0.0007865550578571856,0.002087100176140666,0.07116784900426865,9.646811122365762e-06,,0.0007865550578571856,0.002087100176140666,0.07116784900426865,9.646811122365762e-06,,0.0007865550578571856,0.002087100176140666,0.07116784900426865,9.646811122365762e-06
imu_acc_bias_norm,,,3.8852812167533557e-07,1.283451400713176e-10,1.31477477793851e-07,,,3.8852812167533557e-07,1.283451400713176e-10,1.31477477793851e-07,,,3.8852812167533557e-07,1.283451400713176e-10,1.31477477793851e-07
