frame_id,frame_index,filename,timestamp_sec,timestamp_ns,prev_timestamp_sec,prev_timestamp_ns,dt,imu_count,imu_used_steps,dr_x,dr_y,dr_z,dr_norm,dr_norm_deg,dq_w,dq_x,dq_y,dq_z,dv_x,dv_y,dv_z,dp_x,dp_y,dp_z,gyro_norm_mean,acc_norm_mean,imu_weight,imu_valid,imu_reason,imu_extrinsic_applied,imu_calibration_source,gyro_bias_x,gyro_bias_y,gyro_bias_z,acc_bias_x,acc_bias_y,acc_bias_z,gyro_noise_density,gyro_random_walk,accel_noise_density,accel_random_walk,rot_var,vel_var,pos_var,rot_info,vel_info,pos_info,R_cam_imu_00,R_cam_imu_01,R_cam_imu_02,R_cam_imu_10,R_cam_imu_11,R_cam_imu_12,R_cam_imu_20,R_cam_imu_21,R_cam_imu_22,integration_method
0,0,1413394881555760384.png,1413394881.555760384,1413394881555760384,0.000000000,,0.000000000,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000,0,first_frame,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
1,1,1413394881605760512.png,1413394881.605760574,1413394881605760512,1413394881.555760384,1413394881555760384,0.050000128,0,0,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000,0,outside_imu_range,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
2,2,1413394881655760384.png,1413394881.655760288,1413394881655760384,1413394881.605760574,1413394881605760512,0.049999872,11,10,0.001109052088,-0.000401091354,0.004187865830,0.004350757522,0.249280044,0.999997633865,0.000554525607,-0.000200545519,0.002093931263,-0.011682577148,-0.461679048145,-0.167169924714,-0.000097899136,-0.011469518064,-0.004198827400,0.101739435882,9.856783591086,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
3,3,1413394881705760512.png,1413394881.705760479,1413394881705760512,1413394881.655760288,1413394881655760384,0.050000128,11,10,0.001186909455,-0.000644871018,0.003819832159,0.004051633055,0.232141474,0.999997948034,0.000593454322,-0.000322435288,0.001909914773,-0.021748922768,-0.461062039189,-0.165657627443,-0.000244790572,-0.011463223838,-0.004153737750,0.109595388564,9.858447519079,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
4,4,1413394881755760384.png,1413394881.755760431,1413394881755760384,1413394881.705760479,1413394881705760512,0.049999872,11,10,0.001212080323,-0.000318927620,0.003909492400,0.004105482232,0.235226805,0.999997893128,0.000606039736,-0.000159463698,0.001954744827,-0.000946276134,-0.459964369318,-0.168609175213,0.000338932563,-0.011450980292,-0.004190134553,0.118588608388,9.909582065287,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
5,5,1413394881805760512.png,1413394881.805760622,1413394881805760512,1413394881.755760431,1413394881755760384,0.050000128,11,10,0.001443936829,-0.000048959931,0.004257558876,0.004496015817,0.257602731,0.999997473231,0.000721967806,-0.000024479945,0.002128777645,-0.017137973187,-0.460760018810,-0.163576659757,-0.000291210059,-0.011472747856,-0.004112886860,0.106407555845,9.804369333869,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
6,6,1413394881855760384.png,1413394881.855760336,1413394881855760384,1413394881.805760622,1413394881805760512,0.049999872,11,10,0.001121447338,-0.000289654212,0.003925992448,0.004093282350,0.234527803,0.999997905631,0.000560723277,-0.000144827005,0.001962994854,-0.009912620138,-0.456051469152,-0.167598200757,-0.000158514177,-0.011336449655,-0.004194545980,0.097652240648,9.745316029623,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
7,7,1413394881905760512.png,1413394881.905760527,1413394881905760512,1413394881.855760336,1413394881855760384,0.050000128,11,10,0.001145704616,0.000085278251,0.004057568004,0.004217080691,0.241620925,0.999997777030,0.000572851883,0.000042639094,0.002028782499,-0.012892707685,-0.460324518775,-0.165864119783,-0.000274639245,-0.011529316693,-0.004163318743,0.096067637866,9.808556141460,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
8,8,1413394881955760384.png,1413394881.955760479,1413394881955760384,1413394881.905760527,1413394881905760512,0.049999872,11,10,0.001202481044,-0.000415300280,0.004290815516,0.004475436602,0.256423629,0.999997496309,0.000601240020,-0.000207649967,0.002145405968,-0.012631238353,-0.458648462510,-0.162839505420,-0.000298113104,-0.011450639327,-0.004070662130,0.097155835994,9.747425892261,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
9,9,1413394882005760512.png,1413394882.005760431,1413394882005760512,1413394881.955760479,1413394881955760384,0.050000128,11,10,0.001178877146,0.000439842475,0.004011194135,0.004203913785,0.240866517,0.999997790889,0.000589438139,0.000219921075,0.002005595590,-0.004775071397,-0.462733257423,-0.168776306742,-0.000120034087,-0.011586363891,-0.004269251109,0.097786767619,9.888869842133,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
10,10,1413394882055760384.png,1413394882.055760384,1413394882055760384,1413394882.005760431,1413394882005760512,0.049999872,11,10,0.001096225662,-0.000335325791,0.004283478146,0.004434223620,0.254062299,0.999997542209,0.000548112382,-0.000167662758,0.002141737318,-0.015231797577,-0.459720010833,-0.166395841056,-0.000535180891,-0.011454397552,-0.004134441807,0.089895400166,9.789300222402,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
11,11,1413394882105760512.png,1413394882.105760574,1413394882105760512,1413394882.055760384,1413394882055760384,0.050000128,11,10,0.001167584987,0.000251563307,0.004250316184,0.004414943540,0.252957632,0.999997563535,0.000583792019,0.000125781551,0.002125156366,-0.003746254139,-0.458772898886,-0.164717293908,-0.000330798497,-0.011508890687,-0.004116851595,0.099873522384,9.774163458943,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
12,12,1413394882155760384.png,1413394882.155760288,1413394882155760384,1413394882.105760574,1413394882105760512,0.049999872,11,10,0.000916966869,-0.000060090291,0.004306610199,0.004403558843,0.252305337,0.999997576085,0.000458483064,-0.000030045121,0.002153303360,-0.020695044172,-0.459862324899,-0.166491656901,-0.000814731660,-0.011531265904,-0.004129206987,0.106720243427,9.834383975737,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
13,13,1413394882205760512.png,1413394882.205760479,1413394882205760512,1413394882.155760288,1413394882155760384,0.050000128,11,10,0.001044106759,0.000055734322,0.004210116149,0.004338011437,0.248549747,0.999997647708,0.000522052970,0.000027867139,0.002105056424,-0.024575852381,-0.459269729621,-0.165873918936,-0.000488868566,-0.011529842968,-0.004148708152,0.123484170268,9.894976054582,0.001000000,1,ok,1,cli_imu_to_cam_rotation,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-0.020945481037,0.999725786655,-0.010470831923,-0.997335729624,-0.021625100986,-0.069669199955,-0.069876528529,0.008983679889,0.997515195000,boundary_interp_midpoint_so3
